job_title,company,location,salary,experience,description,date_posted
Business Analyst,Salesforce,"Amsterdam, NL",3308000,5 years,"Business Analyst position at Salesforce requiring power bi, python, stakeholder management, jira, reporting, excel, requirements gathering. Based in Amsterdam, NL. Looking for 5 years of industry experience.",2025-10-21
Full Stack Developer,EY,Chennai,1204000,2 years,"Full Stack Developer position at EY requiring rest api, react, node.js, aws, docker. Based in Chennai. Looking for 2 years of industry experience.",2024-02-22
Data Scientist,Deutsche Bank,Chennai,2606000,6 years,"Data Scientist position at Deutsche Bank requiring tensorflow, python, machine learning, pandas, statistics. Based in Chennai. Looking for 6 years of industry experience.",2025-01-01
NLP Engineer,Swiggy,"London, UK",4356000,0 years,"NLP Engineer position at Swiggy requiring nltk, transformers, sql, huggingface, ner, llm. Based in London, UK. Looking for 0 years of industry experience.",2025-05-06
Generative AI Engineer,OpenAI,Remote,1361000,2 years,"Generative AI Engineer position at OpenAI requiring llm, rag, langchain, fastapi. Remote-friendly role. Looking for 2 years of industry experience.",2026-02-10
Frontend Developer,Visa,Bengaluru,2298000,10+ years,"Frontend Developer position at Visa requiring css, react, typescript, next.js. Based in Bengaluru. Looking for 10+ years of industry experience.",2023-01-19
Frontend Developer,Zensar,Gurugram,4001000,9 years,"Frontend Developer position at Zensar requiring next.js, react, css, webpack. Based in Gurugram. Looking for 9 years of industry experience.",2024-09-22
NLP Engineer,Microsoft,Gurugram,4237000,4 years,"NLP Engineer position at Microsoft requiring ner, nltk, text classification, huggingface. Based in Gurugram. Looking for 4 years of industry experience.",2023-03-13
Computer Vision Engineer,Databricks,Ahmedabad,4715000,10+ years,"Computer Vision Engineer position at Databricks requiring deep learning, tensorflow, image segmentation, pytorch. Based in Ahmedabad. Looking for 10+ years of industry experience.",2023-07-26
Backend Developer,Meta,"San Francisco, US",6318000,4 years,"Backend Developer position at Meta requiring postgresql, redis, fastapi, java, rest api, django, docker. Based in San Francisco, US. Looking for 4 years of industry experience.",2026-02-03
Business Analyst,PwC,"Berlin, Germany",2593000,8 years,"Business Analyst position at PwC requiring agile, python, jira, tableau, power bi. Based in Berlin, Germany. Looking for 8 years of industry experience.",2025-10-18
Product Manager,Cognizant,Pune,2423000,8 years,"Product Manager position at Cognizant requiring roadmap, go-to-market, stakeholder management, product strategy. Based in Pune. Looking for 8 years of industry experience.",2023-02-15
Data Engineer,Cognizant,Delhi,4791000,8 years,"Data Engineer position at Cognizant requiring hadoop, dbt, snowflake, airflow, postgres, aws. Based in Delhi. Looking for 8 years of industry experience.",2023-09-06
AI Engineer,Deutsche Bank,"San Francisco, US",8597000,3 years,"AI Engineer position at Deutsche Bank requiring fastapi, openai api, docker, aws, llm, vector databases, langchain. Based in San Francisco, US. Looking for 3 years of industry experience.",2025-06-25
Business Analyst,Razorpay,Hyderabad,1589000,6 years,"Business Analyst position at Razorpay requiring excel, requirements gathering, stakeholder management, python, power bi. Based in Hyderabad. Looking for 6 years of industry experience.",2023-07-08
Blockchain Developer,HSBC,Bengaluru,1977000,5 years,"Blockchain Developer position at HSBC requiring rust, hardhat, web3.js, ethereum, smart contracts, defi. Based in Bengaluru. Looking for 5 years of industry experience.",2026-02-18
iOS Developer,Qualcomm,"San Francisco, US",8142000,8 years,"iOS Developer position at Qualcomm requiring ci/cd, firebase, xcode, core data. Based in San Francisco, US. Looking for 8 years of industry experience.",2025-08-14
iOS Developer,Microsoft,Hyderabad,1412000,3 years,"iOS Developer position at Microsoft requiring swiftui, firebase, core data, swift, objective-c, rest api, app store. Based in Hyderabad. Looking for 3 years of industry experience.",2025-12-01
Product Manager,Paytm,Hyderabad,6481000,9 years,"Product Manager position at Paytm requiring sql, roadmap, jira, stakeholder management. Based in Hyderabad. Looking for 9 years of industry experience.",2025-12-09
Business Analyst,Meesho,"Seattle, US",3411000,4 years,"Business Analyst position at Meesho requiring python, agile, jira, reporting, stakeholder management, sql, requirements gathering. Based in Seattle, US. Looking for 4 years of industry experience.",2026-04-13
MLOps Engineer,Google,Bengaluru,2366000,4 years,"MLOps Engineer position at Google requiring python, kubeflow, terraform, aws, ci/cd. Based in Bengaluru. Looking for 4 years of industry experience.",2025-04-15
Backend Developer,Salesforce,Delhi,851000,0 years,"Backend Developer position at Salesforce requiring fastapi, docker, python, postgresql, redis. Based in Delhi. Looking for 0 years of industry experience.",2025-03-28
Business Analyst,PayPal,Jaipur,915000,5 years,"Business Analyst position at PayPal requiring stakeholder management, jira, power bi, tableau. Based in Jaipur. Looking for 5 years of industry experience.",2023-01-12
Embedded Systems Engineer,Mistral AI,"London, UK",5414000,4 years,"Embedded Systems Engineer position at Mistral AI requiring arm, python, hardware debugging, c. Based in London, UK. Looking for 4 years of industry experience.",2023-09-12
Software Engineer,Mistral AI,Ahmedabad,3670000,10+ years,"Software Engineer position at Mistral AI requiring linux, microservices, data structures, spring boot. Based in Ahmedabad. Looking for 10+ years of industry experience.",2023-03-30
DevOps Engineer,Visa,"Amsterdam, NL",6317000,10+ years,"DevOps Engineer position at Visa requiring docker, terraform, aws, python, ansible, jenkins, linux. Based in Amsterdam, NL. Looking for 10+ years of industry experience.",2024-04-30
AI Engineer,Citibank,Hyderabad,3782000,8 years,"AI Engineer position at Citibank requiring fastapi, langchain, llm, aws, openai api, docker. Based in Hyderabad. Looking for 8 years of industry experience.",2024-03-10
Senior Data Scientist,Hugging Face,Jaipur,2670000,1 year,"Senior Data Scientist position at Hugging Face requiring aws, spark, mlops, deep learning. Based in Jaipur. Looking for 1 year of industry experience.",2023-06-17
Computer Vision Engineer,OpenAI,"Berlin, Germany",8500000,8 years,"Computer Vision Engineer position at OpenAI requiring opencv, deep learning, onnx, tensorflow, pytorch, image segmentation. Based in Berlin, Germany. Looking for 8 years of industry experience.",2025-12-12
Software Engineer,Niramai,Jaipur,1482000,5 years,"Software Engineer position at Niramai requiring java, algorithms, python, data structures, git, spring boot. Based in Jaipur. Looking for 5 years of industry experience.",2024-06-05
AI Engineer,Micron,Kolkata,1430000,2 years,"AI Engineer position at Micron requiring vector databases, pytorch, python, docker, openai api. Based in Kolkata. Looking for 2 years of industry experience.",2025-08-22
Generative AI Engineer,Databricks,Hyderabad,2206000,5 years,"Generative AI Engineer position at Databricks requiring prompt engineering, python, stable diffusion, vector databases, llm, openai api, rag. Based in Hyderabad. Looking for 5 years of industry experience.",2024-03-30
NLP Engineer,Stability AI,Noida,2284000,9 years,"NLP Engineer position at Stability AI requiring spacy, nltk, transformers, pytorch, llm, sql, ner. Based in Noida. Looking for 9 years of industry experience.",2023-11-12
AI Engineer,Cognizant,Ahmedabad,3211000,3 years,"AI Engineer position at Cognizant requiring openai api, prompt engineering, python, langchain. Based in Ahmedabad. Looking for 3 years of industry experience.",2024-08-29
Full Stack Developer,Netflix,Remote,1284000,3 years,"Full Stack Developer position at Netflix requiring node.js, aws, react, docker. Remote-friendly role. Looking for 3 years of industry experience.",2025-10-03
Embedded Systems Engineer,Visa,Remote,1759000,2 years,"Embedded Systems Engineer position at Visa requiring python, linux, c++, microcontrollers, hardware debugging. Remote-friendly role. Looking for 2 years of industry experience.",2025-05-05
NLP Engineer,Morgan Stanley,"San Francisco, US",5040000,4 years,"NLP Engineer position at Morgan Stanley requiring llm, nltk, text classification, sql, huggingface, spacy, python. Based in San Francisco, US. Looking for 4 years of industry experience.",2025-12-05
Computer Vision Engineer,JPMorgan,Kolkata,3919000,9 years,"Computer Vision Engineer position at JPMorgan requiring pytorch, python, deep learning, opencv, cuda, yolo. Based in Kolkata. Looking for 9 years of industry experience.",2025-12-31
Backend Developer,Krutrim,"London, UK",4722000,6 years,"Backend Developer position at Krutrim requiring java, fastapi, django, mongodb. Based in London, UK. Looking for 6 years of industry experience.",2024-02-04
Data Scientist,Cohere,"San Francisco, US",14999000,8 years,"Data Scientist position at Cohere requiring pandas, spark, python, tableau, sql, scikit-learn. Based in San Francisco, US. Looking for 8 years of industry experience.",2024-08-10
Android Developer,Scale AI,Mumbai,2683000,5 years,"Android Developer position at Scale AI requiring android sdk, rest api, java, git. Based in Mumbai. Looking for 5 years of industry experience.",2025-08-12
NLP Engineer,Dream11,Pune,6016000,9 years,"NLP Engineer position at Dream11 requiring sql, text classification, nltk, spacy. Based in Pune. Looking for 9 years of industry experience.",2025-07-25
Full Stack Developer,Microsoft,Ahmedabad,1176000,5 years,"Full Stack Developer position at Microsoft requiring docker, node.js, typescript, rest api, react, postgresql. Based in Ahmedabad. Looking for 5 years of industry experience.",2023-05-24
DevOps Engineer,Vcana Global,Noida,2068000,2 years,"DevOps Engineer position at Vcana Global requiring ansible, docker, ci/cd, aws, monitoring. Based in Noida. Looking for 2 years of industry experience.",2025-01-09
Generative AI Engineer,LangChain,Noida,2694000,4 years,"Generative AI Engineer position at LangChain requiring pytorch, rag, vector databases, openai api, fastapi, stable diffusion. Based in Noida. Looking for 4 years of industry experience.",2025-04-17
Backend Developer,Adobe,Singapore,2655000,4 years,"Backend Developer position at Adobe requiring redis, fastapi, rest api, postgresql, node.js. Based in Singapore. Looking for 4 years of industry experience.",2025-07-22
Agentic AI Developer,Razorpay,Gurugram,1625000,2 years,"Agentic AI Developer position at Razorpay requiring fastapi, vector databases, rag, docker. Based in Gurugram. Looking for 2 years of industry experience.",2023-09-05
Full Stack Developer,Adobe,Gurugram,2301000,6 years,"Full Stack Developer position at Adobe requiring mongodb, docker, node.js, postgresql, rest api. Based in Gurugram. Looking for 6 years of industry experience.",2024-01-15
Site Reliability Engineer,Samsung Semiconductor,Bengaluru,3480000,8 years,"Site Reliability Engineer position at Samsung Semiconductor requiring docker, incident management, alerting, kubernetes, ci/cd, monitoring. Based in Bengaluru. Looking for 8 years of industry experience.",2024-01-07
NLP Engineer,Accenture,Chennai,2630000,2 years,"NLP Engineer position at Accenture requiring sql, transformers, python, llm. Based in Chennai. Looking for 2 years of industry experience.",2023-04-25
Android Developer,Meta,Hyderabad,1213000,5 years,"Android Developer position at Meta requiring kotlin, java, git, jetpack compose. Based in Hyderabad. Looking for 5 years of industry experience.",2024-04-22
DevOps Engineer,Razorpay,Delhi,2237000,4 years,"DevOps Engineer position at Razorpay requiring ci/cd, kubernetes, aws, jenkins, monitoring. Based in Delhi. Looking for 4 years of industry experience.",2025-05-17
Blockchain Developer,Hugging Face,"Seattle, US",12789000,6 years,"Blockchain Developer position at Hugging Face requiring ethereum, python, typescript, security, smart contracts, rust, solidity. Based in Seattle, US. Looking for 6 years of industry experience.",2024-01-24
Frontend Developer,Zoho,Gurugram,1221000,5 years,"Frontend Developer position at Zoho requiring graphql, webpack, javascript, next.js, react, typescript. Based in Gurugram. Looking for 5 years of industry experience.",2024-05-27
Product Manager,CRED,Remote,2143000,4 years,"Product Manager position at CRED requiring jira, sql, analytics, roadmap, stakeholder management, agile. Remote-friendly role. Looking for 4 years of industry experience.",2025-10-01
